id_usuario,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,gasto_total,ratio_gasto_ingreso,perfil_financiero
1093,2491,33.3,Baja,1087.07,0.44,En observación
1094,1862,32.0,Alta,1729.8,0.93,En observación
1095,800,60.6,Alta,642.52,0.8,En observación
1096,3736,32.6,Alta,2353.56,0.63,Saludable
1097,2589,23.9,Baja,1621.93,0.63,En observación
1098,3719,38.8,Alta,3133.92,0.84,En observación
1099,3987,22.0,Media,3592.84,0.9,Saludable
1100,2149,15.5,Alta,2029.54,0.94,En observación
1101,4231,46.1,Baja,2503.61,0.59,En observación
1102,3312,42.7,Baja,2415.31,0.73,En observación
1103,4311,43.1,Media,2714.63,0.63,En observación
1104,1912,0.0,Alta,1502.99,0.79,Saludable
1105,3893,0.8,Alta,2673.9,0.69,Saludable
1106,5555,13.7,Media,5421.53,0.98,En observación
1107,2149,13.0,Media,1747.28,0.81,Saludable
1108,3654,22.8,Baja,1569.0,0.43,Saludable
1109,3840,21.6,Alta,2497.7,0.65,Saludable
1110,5260,25.9,Media,3622.52,0.69,En observación
1111,1465,33.3,Alta,1244.28,0.85,En observación
1112,800,18.6,Media,473.53,0.59,Saludable
1113,4221,52.5,Baja,2789.69,0.66,En observación
1114,5225,34.4,Media,5110.98,0.98,En observación
1115,1764,10.0,Media,830.36,0.47,Saludable
1116,5283,57.7,Media,4763.99,0.9,En riesgo
1117,2630,12.7,Media,2374.93,0.9,En observación
1118,3661,35.8,Media,2958.72,0.81,En observación
1119,5442,38.2,Alta,4910.01,0.9,En observación
1120,2808,41.3,Baja,1401.17,0.5,En observación
1121,1708,34.3,Baja,1021.17,0.6,En observación
1122,3449,6.1,Media,2847.93,0.83,Saludable
1123,4822,30.0,Media,3959.71,0.82,En observación
1124,2616,23.1,Alta,2365.4,0.9,En observación
1125,2292,46.2,Media,823.88,0.36,Saludable
1126,2062,9.7,Media,958.74,0.46,Saludable
1127,3179,35.7,Alta,2779.35,0.87,En observación
1128,4487,29.0,Media,2406.56,0.54,En observación
1129,2616,16.0,Alta,1878.22,0.72,Saludable
1130,2874,35.2,Baja,2335.7,0.81,En observación
1131,2768,46.1,Media,2323.33,0.84,En riesgo
1132,5270,47.2,Baja,2635.97,0.5,En observación
1133,3420,21.7,Media,2668.43,0.78,En observación
1134,4251,16.8,Media,3756.36,0.88,En observación
1135,3825,25.4,Media,2718.06,0.71,En observación
1136,1940,59.2,Baja,819.08,0.42,En observación
1137,4055,38.8,Media,2967.91,0.73,En observación
1138,4116,26.5,Alta,4119.18,1.0,En observación
1139,4809,15.5,Baja,3538.03,0.74,En observación
1140,1992,35.4,Alta,1301.22,0.65,En observación
1141,1895,55.8,Alta,1115.51,0.59,En observación
1142,4688,21.4,Media,4235.35,0.9,En observación
1143,5678,30.2,Media,3648.94,0.64,En observación
1144,4713,21.2,Baja,2899.04,0.62,En observación
1145,1735,57.3,Baja,1124.36,0.65,En riesgo
1146,3814,15.2,Alta,2856.41,0.75,Saludable
1147,3218,47.9,Media,3005.2,0.93,En riesgo
1148,2811,13.8,Alta,1797.79,0.64,Saludable
1149,4319,0.0,Media,3232.94,0.75,Saludable
1150,3084,49.4,Alta,2547.14,0.83,En observación
1151,3176,44.1,Media,3316.73,1.04,En riesgo
1152,1862,26.2,Baja,1280.81,0.69,En observación
1153,4530,17.4,Baja,3452.82,0.76,Saludable
1154,5663,22.3,Media,4304.19,0.76,En observación
1155,5219,0.0,Alta,3898.65,0.75,Saludable
1156,2820,55.9,Baja,1664.59,0.59,En riesgo
1157,4034,48.9,Media,2541.04,0.63,En observación
1158,5144,36.4,Media,2427.51,0.47,Saludable
1159,4080,42.6,Alta,2561.17,0.63,Saludable
1160,4285,11.7,Media,1657.78,0.39,Saludable
1161,4721,31.9,Baja,3348.99,0.71,En riesgo
1162,4456,54.2,Baja,2224.91,0.5,En observación
1163,1075,26.6,Alta,758.14,0.71,En observación
1164,3568,39.4,Alta,3127.78,0.88,En riesgo
1165,3027,15.9,Baja,2404.33,0.79,En observación
1166,5723,25.8,Alta,3709.63,0.65,Saludable
1167,4578,27.6,Baja,2904.74,0.63,En riesgo
1168,2216,30.5,Media,1922.19,0.87,Saludable
1169,4220,14.2,Alta,3789.99,0.9,Saludable
1170,4539,46.6,Baja,4108.06,0.91,En riesgo
1171,3153,21.4,Alta,3199.62,1.01,Saludable
1172,1944,40.0,Media,1179.42,0.61,En observación
1173,1335,22.8,Baja,981.37,0.74,En observación
1174,4927,37.9,Baja,3525.97,0.72,En observación
1175,4265,49.1,Baja,3295.72,0.77,En observación
1176,2011,8.3,Media,1749.43,0.87,En observación
1177,4366,28.1,Baja,4380.18,1.0,En observación
1178,4933,29.4,Alta,3159.57,0.64,En observación
1179,4114,35.4,Baja,3145.69,0.76,En observación
1180,7083,47.8,Media,6233.81,0.88,En observación
1181,5011,37.8,Alta,3781.89,0.75,En observación
1182,3379,0.0,Media,2662.34,0.79,Saludable
1183,5889,30.3,Alta,3156.42,0.54,Saludable
1184,1931,37.1,Alta,1549.38,0.8,En observación
1185,2314,30.5,Media,1166.94,0.5,En observación
1186,4278,37.4,Media,3209.75,0.75,En observación
1187,5907,25.7,Media,4577.67,0.77,Saludable
1188,2198,31.5,Media,2085.26,0.95,En observación
1189,3146,23.9,Baja,2056.68,0.65,En observación
1190,1254,49.2,Media,790.3,0.63,En observación
1191,1595,40.0,Alta,1389.17,0.87,En observación
1192,2008,33.7,Baja,1078.4,0.54,En observación
1193,5044,42.0,Media,3796.78,0.75,En observación
1194,4468,30.3,Baja,1484.91,0.33,En observación
1195,3464,48.0,Alta,1915.08,0.55,Saludable
1196,3919,34.4,Alta,1746.62,0.45,Saludable
1197,7633,25.4,Alta,6729.04,0.88,Saludable
1198,800,27.4,Baja,561.75,0.7,En observación
1199,3328,34.0,Baja,2406.07,0.72,En observación
1200,4229,0.8,Media,1610.98,0.38,Saludable
1201,4261,29.1,Media,2125.47,0.5,Saludable
1202,3106,6.1,Media,1916.32,0.62,En observación
1203,5641,23.7,Alta,4998.87,0.89,Saludable
1204,4489,17.9,Media,3615.09,0.81,En observación
1205,5481,16.9,Baja,4729.93,0.86,En observación
1206,3263,27.2,Media,1950.55,0.6,En observación
1207,3406,33.6,Alta,2606.31,0.77,En observación
1208,4885,14.2,Media,4427.66,0.91,Saludable
1209,4382,39.3,Alta,1778.93,0.41,Saludable
1210,2797,18.6,Alta,2777.85,0.99,Saludable
1211,2290,31.1,Alta,2000.1,0.87,En observación
1212,5250,38.0,Media,1879.09,0.36,Saludable
1213,2657,37.2,Baja,737.4,0.28,En riesgo
1214,4297,32.2,Media,4136.65,0.96,En riesgo
1215,4806,44.2,Alta,3717.56,0.77,En observación
1216,2786,17.6,Media,1744.98,0.63,Saludable
1217,3386,4.7,Media,2655.86,0.78,Saludable
1218,3720,22.2,Media,4836.0,1.3,En riesgo
1219,1633,33.5,Alta,1046.03,0.64,Saludable
1220,1490,36.5,Alta,934.75,0.63,En observación
1221,4991,50.6,Media,2977.48,0.6,En observación
1222,4449,22.9,Media,2718.7,0.61,En observación
1223,3841,39.5,Media,2312.38,0.6,Saludable
1224,2646,28.1,Baja,1477.63,0.56,En observación
1225,967,13.2,Alta,842.03,0.87,En observación
1226,2912,14.7,Baja,1645.48,0.57,En observación
1227,4467,43.9,Alta,2951.01,0.66,Saludable
1228,3902,17.6,Media,2562.5,0.66,En observación
1229,4741,32.4,Baja,2470.32,0.52,En observación
1230,5094,24.4,Media,5059.36,0.99,En riesgo
1231,5996,34.6,Baja,5130.96,0.86,En riesgo
1232,4171,22.5,Media,2791.49,0.67,En observación
1233,1564,27.9,Alta,1481.7,0.95,Saludable
1234,5802,46.8,Media,3871.34,0.67,En observación
1235,3505,48.4,Alta,3248.72,0.93,En observación
1236,4381,26.9,Media,3351.07,0.76,En observación
1237,6122,45.6,Media,3776.3,0.62,En observación
1238,2921,36.5,Alta,2317.05,0.79,En observación
1239,4685,44.5,Alta,3789.39,0.81,Saludable
1240,3206,45.9,Baja,2374.77,0.74,En riesgo
1241,3022,14.6,Media,2199.41,0.73,En observación
1242,2516,26.5,Baja,1461.54,0.58,En observación
1243,3058,51.8,Baja,3134.98,1.03,En riesgo
1244,1987,0.0,Alta,963.76,0.49,Saludable
1245,5568,31.7,Alta,4566.48,0.82,Saludable
1246,1703,43.3,Media,1365.16,0.8,En observación
1247,4347,54.5,Baja,3087.29,0.71,En riesgo
1248,3789,65.9,Media,1409.95,0.37,En observación
1249,3328,38.5,Baja,2102.21,0.63,En observación
1250,4567,76.7,Alta,4089.5,0.9,En observación
1251,2864,23.2,Media,1222.31,0.43,Saludable
1252,4599,10.9,Baja,4317.2,0.94,En observación
1253,2399,27.9,Alta,2489.44,1.04,En observación
1254,3513,26.4,Baja,2683.19,0.76,En observación
1255,800,60.6,Media,622.37,0.78,En riesgo
1256,3413,19.0,Alta,2445.53,0.72,Saludable
1257,6916,11.5,Baja,3902.33,0.56,En observación
1258,5432,30.2,Baja,2865.36,0.53,En observación
1259,4597,38.1,Media,4039.99,0.88,En riesgo
1260,6778,19.7,Media,7064.7,1.04,En observación
1261,4249,4.6,Media,3056.44,0.72,Saludable
1262,4742,46.1,Alta,1785.8,0.38,Saludable
1263,5183,27.2,Alta,4567.42,0.88,En observación
1264,4012,25.9,Media,2130.43,0.53,Saludable
1265,4564,30.3,Alta,3309.21,0.73,Saludable
1266,3042,45.7,Baja,2097.93,0.69,En observación
1267,4615,26.9,Media,3487.33,0.76,En observación
1268,3469,34.3,Alta,1865.61,0.54,Saludable
1269,4414,6.7,Alta,3470.08,0.79,Saludable
1270,3562,45.6,Media,2885.93,0.81,En riesgo
1271,2010,32.0,Media,1538.06,0.77,En observación
1272,4934,64.9,Alta,3685.4,0.75,En observación
1273,3627,19.3,Alta,1531.55,0.42,Saludable
1274,1412,55.6,Media,1029.74,0.73,En observación
1275,4834,13.2,Alta,2958.24,0.61,Saludable
1276,5043,37.5,Baja,4007.66,0.79,En observación
1277,4100,33.0,Alta,2314.88,0.56,Saludable
1278,1889,31.2,Baja,1253.32,0.66,En riesgo
1279,3440,8.9,Baja,2496.92,0.73,En observación
1280,6010,21.2,Alta,2795.63,0.47,Saludable
1281,1429,23.5,Alta,1005.48,0.7,Saludable
1282,4534,19.7,Media,3177.1,0.7,En observación
1283,3724,31.5,Baja,3085.26,0.83,En riesgo
1284,4089,36.8,Alta,1902.2,0.47,Saludable
1285,4219,40.9,Baja,2638.46,0.63,En observación
1286,2639,38.0,Media,2470.36,0.94,En observación
1287,4862,31.9,Baja,3537.73,0.73,En observación
1288,4620,34.9,Alta,5357.58,1.16,En observación
1289,4277,22.1,Alta,2538.52,0.59,Saludable
1290,3706,73.8,Baja,2656.66,0.72,En riesgo
1291,3910,0.0,Media,2867.78,0.73,Saludable
1292,4692,44.6,Baja,3093.71,0.66,En observación
1293,2351,13.1,Alta,1894.39,0.81,Saludable
1294,2878,15.1,Media,2443.26,0.85,En observación
1295,1548,2.2,Baja,1126.2,0.73,En observación
1296,3828,23.3,Baja,2732.75,0.71,En observación
1297,5061,0.7,Media,3459.65,0.68,Saludable
1298,2123,56.0,Baja,1349.43,0.64,En riesgo
1299,4334,21.1,Media,1809.95,0.42,Saludable
1300,5044,24.9,Media,3014.51,0.6,En observación
1301,3004,22.3,Media,2333.81,0.78,En observación
1302,7073,42.4,Media,6781.39,0.96,En observación
1303,1961,30.9,Baja,1508.58,0.77,En observación
1304,3237,36.0,Baja,2637.74,0.81,En riesgo
1305,3936,22.4,Alta,2587.91,0.66,Saludable
1306,6177,30.2,Media,4382.74,0.71,En observación
1307,7903,13.9,Alta,5317.2,0.67,Saludable
1308,4400,44.4,Alta,4731.63,1.08,En observación
1309,1916,26.1,Baja,1543.17,0.81,En riesgo
1310,1403,48.0,Baja,1097.69,0.78,En riesgo
1311,3347,17.4,Baja,2962.62,0.89,En observación
1312,4958,29.8,Baja,3183.19,0.64,En observación
1313,4729,36.4,Alta,2724.66,0.58,Saludable
1314,2800,7.8,Media,1687.89,0.6,Saludable
1315,2881,18.9,Alta,1317.02,0.46,En observación
1316,5379,18.3,Alta,4298.01,0.8,Saludable
1317,5287,17.7,Baja,5004.56,0.95,En observación
1318,1496,40.9,Media,1469.58,0.98,En riesgo
1319,1700,40.5,Alta,1149.6,0.68,En observación
1320,1294,11.1,Baja,789.78,0.61,En observación
1321,2538,39.9,Baja,2372.63,0.93,En riesgo
1322,5928,36.2,Media,3147.52,0.53,En observación
1323,2592,43.7,Alta,2678.24,1.03,En observación
1324,1256,16.2,Media,1241.05,0.99,En observación
1325,3619,41.4,Media,3167.85,0.88,En observación
1326,3187,25.3,Media,2882.39,0.9,En observación
1327,3114,46.2,Alta,2263.17,0.73,Saludable
1328,2362,15.3,Baja,1655.68,0.7,En observación
1329,2292,32.8,Media,1448.08,0.63,En observación
1330,1235,26.7,Media,883.19,0.72,En observación
1331,3835,12.0,Alta,3624.67,0.95,Saludable
1332,3798,29.9,Alta,2494.54,0.66,Saludable
1333,4213,3.8,Baja,2751.19,0.65,En observación
1334,3884,47.9,Baja,2373.46,0.61,En observación
1335,2731,18.0,Media,1877.58,0.69,En observación
1336,1919,36.4,Media,851.38,0.44,Saludable
1337,3006,55.1,Alta,2105.81,0.7,Saludable
1338,800,30.5,Media,688.38,0.86,En observación
1339,3751,47.4,Alta,2448.93,0.65,En observación
1340,1052,16.4,Media,446.82,0.42,Saludable
1341,3431,31.7,Alta,2611.47,0.76,Saludable
1342,3215,7.5,Media,3200.15,1.0,En observación
1343,2767,53.8,Media,1456.54,0.53,En observación
1344,1856,29.0,Media,1536.2,0.83,En observación
1345,7358,0.0,Baja,6324.73,0.86,En observación
1346,2620,20.7,Media,1536.42,0.59,En observación
1347,4763,30.3,Media,4730.53,0.99,En observación
1348,1504,0.0,Baja,938.65,0.62,En observación
1349,3654,32.2,Baja,1812.42,0.5,En observación
1350,3859,41.0,Media,1579.5,0.41,En observación
1351,1718,24.0,Alta,1453.75,0.85,En observación
1352,2223,30.1,Media,1054.42,0.47,En observación
1353,3192,46.8,Alta,2091.48,0.66,Saludable
1354,2354,43.1,Media,1464.9,0.62,En observación
1355,2926,0.4,Alta,1894.13,0.65,Saludable
1356,3551,12.1,Media,3255.11,0.92,En observación
1357,3234,39.8,Baja,2986.61,0.92,En riesgo
1358,2343,3.4,Alta,1467.92,0.63,Saludable
1359,3661,24.8,Media,3199.08,0.87,En observación
1360,3414,47.8,Media,2770.56,0.81,En observación
1361,2597,20.5,Baja,1550.12,0.6,En observación
1362,4633,26.7,Alta,2349.12,0.51,En observación
1363,3980,8.9,Alta,2668.46,0.67,Saludable
1364,6057,13.4,Alta,5606.89,0.93,En observación
1365,2557,25.8,Baja,1440.78,0.56,En observación
1366,3445,39.9,Alta,3259.77,0.95,En observación
1367,800,29.7,Alta,642.27,0.8,En observación
1368,3010,31.9,Media,3078.57,1.02,En observación
1369,2940,22.5,Media,2115.11,0.72,En observación
1370,3225,29.7,Baja,2138.77,0.66,En riesgo
1371,6440,36.8,Alta,4925.95,0.76,En observación
1372,800,41.2,Media,619.32,0.77,En observación
1373,2433,24.2,Baja,1644.75,0.68,En observación
1374,2932,61.2,Alta,2426.39,0.83,En observación
1375,3307,20.2,Baja,1174.02,0.36,En observación
1376,4555,38.0,Alta,3551.86,0.78,Saludable
1377,2775,42.6,Media,1556.17,0.56,Saludable
1378,3159,27.9,Alta,2446.33,0.77,En observación
1379,4456,33.9,Alta,4300.91,0.97,Saludable
1380,4257,39.4,Alta,2242.92,0.53,Saludable
1381,2381,20.1,Alta,2108.65,0.89,Saludable
1382,2215,20.8,Baja,2107.25,0.95,En observación
1383,3231,28.3,Alta,3174.69,0.98,Saludable
1384,5473,33.2,Baja,3946.71,0.72,En riesgo
1385,1917,24.7,Alta,1012.49,0.53,Saludable
1386,6034,55.0,Alta,5854.86,0.97,En observación
1387,2952,4.9,Baja,3295.78,1.12,En observación
1388,2762,49.9,Media,1587.88,0.57,En observación
1389,3241,39.6,Media,2393.66,0.74,En observación
1390,3613,45.7,Baja,2690.75,0.74,En riesgo
1391,1932,29.6,Alta,1231.82,0.64,En observación
1392,3547,40.4,Media,3354.71,0.95,En riesgo
1393,3910,15.0,Alta,2930.54,0.75,Saludable
1394,2984,24.4,Baja,1711.66,0.57,Saludable
1395,2498,32.9,Baja,1267.31,0.51,En observación
1396,6350,45.3,Media,6641.07,1.05,En riesgo
1397,5251,19.1,Media,3329.23,0.63,Saludable
1398,5279,53.1,Alta,3433.61,0.65,En observación
1399,2369,35.7,Media,2256.44,0.95,En observación
1400,4114,25.8,Baja,3169.47,0.77,En observación
1401,3218,28.4,Baja,2289.61,0.71,En riesgo
1402,4128,33.3,Baja,2151.63,0.52,En observación
1403,4848,30.6,Alta,4211.53,0.87,En observación
1404,5058,31.4,Media,3328.28,0.66,Saludable
1405,3247,25.1,Alta,2663.4,0.82,Saludable
1406,3019,3.3,Alta,1753.45,0.58,Saludable
1407,6074,28.5,Media,4913.9,0.81,En observación
1408,2284,35.5,Baja,1408.57,0.62,En observación
1409,3727,34.5,Media,2270.24,0.61,En observación
1410,6627,14.9,Media,4564.97,0.69,En observación
1411,4680,21.6,Media,1170.0,0.25,En observación
1412,4641,3.9,Alta,2973.2,0.64,Saludable
1413,5672,44.1,Media,4074.2,0.72,En observación
1414,3304,46.9,Baja,1957.12,0.59,En observación
1415,5015,29.3,Media,5005.59,1.0,En observación
1416,3418,16.2,Baja,2568.03,0.75,En observación
1417,2769,8.5,Baja,2422.62,0.87,En observación
1418,905,50.0,Baja,1085.58,1.2,En riesgo
1419,2538,72.4,Alta,1300.94,0.51,En observación
1420,3769,50.2,Alta,3070.8,0.81,En observación
1421,2073,24.9,Alta,1179.03,0.57,Saludable
1422,2654,7.6,Media,2590.11,0.98,En observación
1423,1598,27.5,Alta,1218.17,0.76,Saludable
1424,3997,14.3,Media,4228.77,1.06,En observación
1425,2900,18.8,Baja,2120.21,0.73,En observación
1426,3462,26.7,Media,2632.87,0.76,En observación
1427,2985,0.0,Baja,2761.93,0.93,En observación
1428,2340,58.5,Media,1791.65,0.77,En observación
1429,4785,36.0,Alta,3928.6,0.82,En observación
1430,4176,26.1,Baja,3549.89,0.85,En observación
1431,2849,55.8,Media,1743.38,0.61,En observación
1432,2828,11.8,Media,996.9,0.35,Saludable
1433,3704,29.2,Alta,2681.41,0.72,Saludable
1434,5034,27.1,Alta,3255.31,0.65,Saludable
1435,4369,51.2,Alta,2782.77,0.64,En observación
1436,4008,15.1,Media,3020.73,0.75,Saludable
1437,846,35.5,Alta,576.04,0.68,En observación
1438,3473,15.4,Media,2576.46,0.74,Saludable
1439,5586,9.7,Alta,3992.64,0.71,Saludable
1440,4356,25.0,Media,2860.32,0.66,En observación
1441,3544,37.7,Baja,2031.99,0.57,En observación
1442,3661,25.2,Alta,3158.56,0.86,En observación
1443,3808,5.6,Baja,4150.41,1.09,En observación
1444,4546,17.5,Media,3661.54,0.81,Saludable
1445,4178,24.7,Baja,3155.45,0.76,En observación
1446,1651,19.7,Alta,1374.16,0.83,En observación
1447,3293,38.9,Alta,2406.34,0.73,En observación
1448,879,31.4,Media,402.06,0.46,Saludable
1449,3946,32.1,Alta,2757.19,0.7,Saludable
1450,8147,26.1,Baja,6858.33,0.84,En observación
1451,3943,26.4,Alta,2665.89,0.68,En observación
1452,5266,32.1,Baja,1765.38,0.34,En observación
1453,7555,26.5,Alta,7166.52,0.95,En observación
1454,3828,17.4,Media,1192.97,0.31,Saludable
1455,2278,32.6,Alta,1196.02,0.53,Saludable
1456,3551,34.0,Media,1950.68,0.55,En observación
1457,2605,4.9,Alta,1902.63,0.73,Saludable
1458,3741,50.4,Media,2646.53,0.71,En observación
1459,1845,42.3,Baja,1444.96,0.78,En observación
1460,800,51.7,Baja,423.21,0.53,En observación
1461,4038,12.1,Baja,1942.96,0.48,Saludable
1462,4581,21.8,Baja,5849.52,1.28,En riesgo
1463,2118,21.5,Media,1681.19,0.79,En observación
1464,4418,15.3,Media,2214.8,0.5,Saludable
1465,800,22.2,Baja,556.66,0.7,En observación
1466,5365,48.4,Baja,3700.43,0.69,En observación
1467,2650,21.0,Baja,1674.05,0.63,En observación
1468,2520,24.2,Alta,1601.72,0.64,Saludable
1469,4041,16.3,Baja,3955.3,0.98,En observación
1470,1073,35.7,Media,646.88,0.6,En observación
1471,800,50.9,Media,696.81,0.87,En observación
1472,1282,55.1,Media,791.34,0.62,En observación
1473,800,24.7,Alta,567.21,0.71,En observación
1474,1401,7.2,Alta,1164.47,0.83,En observación
1475,1143,46.2,Alta,864.97,0.76,En observación
1476,3395,0.0,Alta,2453.38,0.72,Saludable
1477,2159,24.2,Media,1550.8,0.72,Saludable
1478,6007,16.5,Alta,5052.08,0.84,Saludable
1479,5386,36.1,Alta,3811.75,0.71,Saludable
1480,4697,1.9,Alta,4068.82,0.87,Saludable
1481,5378,32.4,Baja,4657.04,0.87,En observación
1482,871,17.1,Media,758.67,0.87,En observación
1483,5271,36.0,Alta,3036.06,0.58,Saludable
1484,3654,0.0,Baja,3841.16,1.05,En observación
1485,5341,6.3,Media,5202.25,0.97,En riesgo
1486,1519,41.6,Alta,1139.55,0.75,Saludable
1487,4239,42.5,Media,2720.58,0.64,En observación
1488,1000,7.6,Media,774.59,0.77,En observación
1489,2425,42.1,Baja,2050.49,0.85,En riesgo
1490,3315,39.0,Alta,2220.33,0.67,En observación
1491,2281,61.6,Media,1725.07,0.76,En observación
1492,5552,31.9,Baja,5014.58,0.9,En riesgo
1493,4007,21.1,Media,3708.99,0.93,En observación
1494,4529,0.0,Media,3761.14,0.83,Saludable
1495,5980,39.3,Baja,4743.18,0.79,En riesgo
1496,2002,54.3,Media,2219.11,1.11,En riesgo
1497,5886,21.5,Baja,3569.97,0.61,En observación
1498,4152,24.1,Alta,3515.91,0.85,En observación
1499,2003,37.8,Media,1813.59,0.91,En observación
1500,5229,11.7,Alta,4362.19,0.83,Saludable
1501,1829,20.5,Alta,1061.6,0.58,Saludable
1502,3179,42.6,Media,2200.48,0.69,Saludable
1503,5210,17.4,Baja,3852.43,0.74,En observación
1504,3799,46.4,Media,3176.8,0.84,En observación
1505,6768,32.9,Media,4896.5,0.72,En observación
1506,3874,36.0,Baja,4643.35,1.2,En riesgo
1507,3023,31.7,Baja,2850.3,0.94,En observación
1508,800,21.2,Media,364.72,0.46,Saludable
1509,4254,16.6,Baja,2097.95,0.49,En observación
1510,4794,4.6,Alta,4303.29,0.9,En observación
1511,4931,48.3,Baja,5652.71,1.15,En riesgo
1512,3664,23.8,Alta,2749.3,0.75,En observación
1513,1482,17.1,Alta,1478.88,1.0,En observación
1514,2955,42.8,Alta,2397.74,0.81,En observación
1515,3612,45.4,Baja,4426.73,1.23,En riesgo
1516,3574,40.8,Baja,2445.51,0.68,En riesgo
1517,3770,25.9,Media,2260.4,0.6,En observación
1518,4801,22.5,Baja,4098.91,0.85,En observación
1519,3777,36.8,Baja,3993.5,1.06,En riesgo
1520,1582,16.6,Alta,805.9,0.51,Saludable
1521,5823,34.8,Baja,5647.34,0.97,En riesgo
1522,3357,25.0,Baja,2330.19,0.69,En observación
1523,3896,29.4,Alta,3444.71,0.88,En observación
1524,3256,16.9,Baja,2484.29,0.76,En observación
1525,1785,31.3,Alta,1413.63,0.79,Saludable
1526,2618,33.5,Baja,1429.39,0.55,En observación
1527,2157,45.9,Baja,2525.44,1.17,En riesgo
1528,4301,19.1,Media,4031.64,0.94,En observación
1529,4221,16.9,Baja,3008.49,0.71,En observación
1530,4734,17.4,Alta,4020.84,0.85,Saludable
1531,3328,32.2,Baja,2039.64,0.61,En observación
1532,5796,18.3,Media,5569.53,0.96,En observación
1533,2276,8.2,Baja,1830.71,0.8,En observación
1534,6303,30.5,Baja,3817.12,0.61,En observación
1535,5135,21.4,Alta,3891.76,0.76,En observación
1536,2774,29.3,Media,2072.23,0.75,En observación
1537,4386,26.7,Baja,3339.75,0.76,En observación
1538,1284,33.9,Baja,1400.32,1.09,En observación
1539,2340,16.9,Alta,2060.2,0.88,En observación
1540,3262,16.2,Baja,2500.74,0.77,En observación
1541,3715,43.1,Baja,1949.57,0.52,En observación
1542,5869,20.8,Baja,5601.79,0.95,En observación
1543,3257,36.6,Media,1924.5,0.59,En observación
1544,2928,10.2,Baja,2373.87,0.81,En observación
1545,3264,11.8,Alta,3382.98,1.04,En observación
1546,4946,25.4,Media,2170.04,0.44,En observación
1547,3408,18.8,Baja,2811.68,0.83,En riesgo
1548,3465,49.2,Baja,3274.22,0.94,En observación
1549,2489,44.4,Media,651.45,0.26,Saludable
1550,1354,22.9,Baja,942.67,0.7,En observación
1551,2672,13.5,Baja,3106.32,1.16,En riesgo
1552,1757,53.7,Alta,1191.42,0.68,En observación
1553,3405,20.1,Media,3156.75,0.93,En observación
1554,2785,10.4,Alta,1640.79,0.59,Saludable
1555,3518,12.1,Baja,2470.34,0.7,En observación
1556,5299,29.5,Alta,3891.19,0.73,En observación
1557,4281,25.1,Baja,2111.89,0.49,En observación
1558,4744,20.5,Media,3806.66,0.8,En observación
1559,3224,0.0,Media,2289.3,0.71,En observación
1560,2553,30.8,Media,1567.36,0.61,En observación
1561,3175,15.9,Alta,3142.8,0.99,En observación
1562,2593,37.5,Alta,2195.58,0.85,En observación
1563,959,45.1,Baja,620.91,0.65,En observación
1564,7457,34.5,Media,5074.2,0.68,Saludable
1565,5585,9.8,Alta,3179.99,0.57,Saludable
1566,5625,41.6,Baja,4058.94,0.72,En riesgo
1567,2599,32.1,Alta,1983.56,0.76,En observación
1568,4951,37.4,Baja,3390.33,0.68,En riesgo
1569,3362,13.8,Alta,2277.45,0.68,Saludable
1570,4865,27.2,Alta,2589.85,0.53,Saludable
1571,3670,32.8,Alta,3360.17,0.92,En observación
1572,2609,20.8,Media,1468.25,0.56,En observación
1573,5673,25.3,Media,4008.22,0.71,En observación
1574,4258,36.5,Alta,2280.73,0.54,En observación
1575,2106,13.0,Baja,1448.05,0.69,En observación
1576,3168,8.4,Baja,2922.76,0.92,En riesgo
1577,800,44.7,Media,483.28,0.6,En observación
1578,3397,30.4,Media,2434.57,0.72,En observación
1579,1641,39.1,Media,1556.06,0.95,En riesgo
1580,6987,22.1,Alta,6444.21,0.92,En observación
1581,5350,29.9,Baja,3638.98,0.68,En riesgo
1582,2763,8.8,Media,1815.2,0.66,En observación
1583,5588,31.7,Alta,5516.9,0.99,Saludable
1584,2835,25.7,Media,2067.79,0.73,En observación
1585,4536,23.3,Baja,3515.51,0.78,En observación
1586,2111,28.3,Baja,1528.66,0.72,En observación
1587,3548,31.1,Media,2384.92,0.67,En observación
1588,1746,19.2,Alta,2183.19,1.25,En observación
1589,1469,41.0,Baja,552.52,0.38,En observación
1590,6719,6.8,Baja,2642.22,0.39,Saludable
1591,4848,46.9,Baja,3188.69,0.66,En riesgo
1592,5585,56.8,Media,3941.11,0.71,Saludable
1593,2269,23.6,Alta,1595.99,0.7,Saludable
1594,5178,49.1,Alta,3723.49,0.72,En observación
1595,4036,31.0,Alta,3685.59,0.91,En observación
1596,6587,8.4,Alta,4329.43,0.66,Saludable
1597,4159,49.0,Alta,3100.98,0.75,Saludable
1598,4764,41.3,Media,1907.82,0.4,En observación
1599,1115,20.0,Media,655.06,0.59,En observación
1600,3675,10.7,Alta,3338.41,0.91,Saludable
1601,3995,17.8,Alta,2733.29,0.68,Saludable
1602,4282,50.1,Media,3148.1,0.74,En observación
1603,2843,32.7,Media,2357.15,0.83,En observación
1604,800,35.0,Alta,652.5,0.82,Saludable
1605,1573,52.1,Alta,1318.9,0.84,En observación
1606,1794,17.7,Media,1766.13,0.98,En observación
1607,2674,37.6,Baja,1613.51,0.6,En riesgo
