id_interno,codigo_autorizacion,descripcion,valor,categoria,desc_limpia
1162,29204927,DEBITO SERVICIOS GENERALES,99.58,Servicios,debito servicios generales
1163,33427561,PAGO AUTOMATICO CURSO IDIOMAS,95.48,Educación,pago automatico curso idiomas
1164,92147935,TEF ENVIADA SUPERMERCADO DIA,57.27,Alimentación,tef enviada supermercado dia
1165,84854623,CARGO TC BAR LA ESQUINA,17.96,Ocio,cargo tc bar la esquina
1166,82440371,COMPRA TBK TIENDA ONLINE,32.91,Alimentación,compra tbk tienda online
1167,25123535,CARGO TC ARRIENDO DEPT,328.81,Vivienda,cargo tc arriendo dept
1168,99945021,PAGO AUTOMATICO EVENTO DEPORTIVO,55.75,Ocio,pago automatico evento deportivo
1169,68340640,CARGO TC DELIVERY COMIDA,18.83,Alimentación,cargo tc delivery comida
1170,17040602,COMPRA TBK CURSO IDIOMAS,139.48,Educación,compra tbk curso idiomas
1171,69702849,A8OnO UBER tRIP,37.6,Transporte,aono uber trip
1172,53712695,TEF ENVIADA CENTRO MEDICO,42.21,Salud,tef enviada centro medico
1173,65377624,TEF ENVIADA PEDIDOSYA CL,52.84,Alimentación,tef enviada pedidosya cl
1174,75016103,COMPRA TBK ARRIENDO DEPT,69.02,Vivienda,compra tbk arriendo dept
1175,71067841,TEF ENVIADA CONDOMINIO GGCC,112.32,Vivienda,tef enviada condominio ggcc
1176,94828438,PAGO AUTOMATICO CLINICA INDISA,60.2,Salud,pago automatico clinica indisa
1177,86325036,CARGO TC INTEGRAMEDICA,18.35,Salud,cargo tc integramedica
1178,66133052,ABONO SHELL RUTA 5,14.42,Transporte,abono shell ruta 
1179,95630804,CARGO TC INTEGRAMEDICA,143.39,Salud,cargo tc integramedica
1180,21606388,PAGO WEB GASOLINERA,27.64,Transporte,pago web gasolinera
1181,89400640,ABONO CURSO IDIOMAS,76.29,Educación,abono curso idiomas
1182,43105363,COMPRA TBK PINTURAS SHERWIN,136.74,Vivienda,compra tbk pinturas sherwin
1183,87000815,PAGO WEB ARRIENDO DEPT,364.39,Vivienda,pago web arriendo dept
1184,77674770,COMPRA TBK SODIMAC HOME,61.77,Vivienda,compra tbk sodimac home
1185,23153230,PAGO AUTOMATICO PAGO CUOTAS,73.34,Educación,pago automatico pago cuotas
1186,64575354,PAGO WEB SHELL RUTA 5,57.25,Transporte,pago web shell ruta 
1187,22177508,CARGO TC AUTOPISTA CENTRAL,5.88,Transporte,cargo tc autopista central
1188,86555214,TEF ENVIADA BAR LA ESQUINA,46.1,Ocio,tef enviada bar la esquina
1189,64406548,PAGO AUTOMATICO MERCADO CENTRAL,15.17,Alimentación,pago automatico mercado central
1190,95013818,DEBITO SERVICIO TECNICO,10.19,Servicios,debito servicio tecnico
1191,54681905,PAGO AUTOMATICO SPOTIFY PREMIUM,34.2,Ocio,pago automatico spotify premium
1192,92208524,ABONO CENTRO MEDICO,85.94,Salud,abono centro medico
1193,93276088,ABONO GASCO LIQUADO,133.32,Servicios,abono gasco liquado
1194,58853980,PAGO WEB NETFLIX.COM,53.84,Ocio,pago web netflixcom
1195,15486060,CARGO TC VERDULERIA DON PEPE,25.11,Alimentación,cargo tc verduleria don pepe
1196,37476059,DEBITO PEAJE TAG,12.61,Transporte,debito peaje tag
1197,74222305,PAGO WEB INTEGRAMEDICA,113.23,Salud,pago web integramedica
1198,38158070,ABONO TIENDA ONLINE,115.44,Servicios,abono tienda online
1199,45884163,CARGO TC GASCO LIQUADO,80.5,Servicios,cargo tc gasco liquado
1200,56335527,COMPRA TBK PINTURAS SHERWIN,208.34,Vivienda,compra tbk pinturas sherwin
1201,81391010,ABONO TIENDA ONLINE,104.96,Educación,abono tienda online
1202,18808386,PAGO AUTOMATICO LIBRERIA UNIVERSITARIA,36.37,Educación,pago automatico libreria universitaria
1203,33999716,COMPRA TBK EASY PORTAL,150.93,Vivienda,compra tbk easy portal
1204,29858055,TEF ENVIADA LIDER EXPRESS,32.3,Alimentación,tef enviada lider express
1205,13045436,PAGO WEB GASCO LIQUADO,51.04,Servicios,pago web gasco liquado
1206,66388890,TEF ENVIADA MERCADO CENTRAL,29.41,Ocio,tef enviada mercado central
1207,12957704,CARGO TC NETFLIX.COM,52.95,Ocio,cargo tc netflixcom
1208,87672417,DEBITO PEAJE TAG,23.85,Transporte,debito peaje tag
1209,81157706,PAGO AUTOMATICO RESTAURANT FANCY,51.3,Ocio,pago automatico restaurant fancy
1210,51137063,CARGO TC PAGO CUOTAS,110.11,Vivienda,cargo tc pago cuotas
1211,48674340,PAGO AUTOMATICO INTEGRAMEDICA,117.76,Salud,pago automatico integramedica
1212,32328873,CARGO TC MCDONALDS WEB,39.02,Alimentación,cargo tc mcdonalds web
1213,33536332,CARGO TC PEAJE TAG,51.16,Transporte,cargo tc peaje tag
1214,41931112,ABONO ENTRETENIMIENTO PLUS,11.43,Ocio,abono entretenimiento plus
1215,34762712,PAGO AUTOMATICO CLINICA INDISA,38.72,Salud,pago automatico clinica indisa
1216,56150365,DEBITO NETFLIX.COM,13.14,Ocio,debito netflixcom
1217,26306114,TEF ENVIADA HOME CENTER,372.15,Vivienda,tef enviada home center
1218,71477186,ABONO PAGO CUOTAS,374.73,Vivienda,abono pago cuotas
1219,78103287,DEBITO COPEC SANTIAGO,23.22,Transporte,debito copec santiago
1220,87004412,PAGO AUTOMATICO BAR LA ESQUINA,41.68,Ocio,pago automatico bar la esquina
1221,69338400,DEBITO TIENDA ONLINE,57.42,Servicios,debito tienda online
1222,83948598,COMPRA TBK MERCADO CENTRAL,11.43,Alimentación,compra tbk mercado central
1223,69857441,PAGO WEB VERDULERIA DON PEPE,24.66,Alimentación,pago web verduleria don pepe
1224,88306842,PAGO WEB CRUZ VERDE LOCAL,83.7,Salud,pago web cruz verde local
1225,75829146,TEf ENVIADA CL4R0 TELECOM,54.49,Servicios,tef enviada clr telecom
1226,58461306,COMPRA TBK TIENDA ONLINE,65.66,Educación,compra tbk tienda online
1227,11636220,CARGO TC TIENDA ONLINE,20.66,Ocio,cargo tc tienda online
1228,21757289,PAGO AUTOMATICO EXAMENES MED,40.2,Salud,pago automatico examenes med
1229,31983567,ABONO SERVICIOS GENERALES,331.99,Vivienda,abono servicios generales
1230,90253572,TEF ENVIADA SERVICIOS GENERALES,80.13,Vivienda,tef enviada servicios generales
1231,80504712,PAGO AUTOMATICO CARGA BIP WEB,59.27,Transporte,pago automatico carga bip web
1232,10888369,ABONO SUPERMERCADO DIA,27.52,Alimentación,abono supermercado dia
1233,86224438,TEF ENVIADA CENTRO MEDICO,115.73,Salud,tef enviada centro medico
1234,48851088,TEF ENVIADA DIDI RIDE,35.46,Transporte,tef enviada didi ride
1235,76317044,ABONO PRONTO COPEC,35.76,Alimentación,abono pronto copec
1236,30672747,COMPRA TBK ARRIENDO DEPT,141.94,Vivienda,compra tbk arriendo dept
1237,99377391,PAGO AUTOMATICO ENTRETENIMIENTO PLUS,54.1,Ocio,pago automatico entretenimiento plus
1238,96541691,PAGO AUTOMATICO CONDOMINIO GGCC,135.66,Vivienda,pago automatico condominio ggcc
1239,18955654,PAGO AUTOMATICO PRONTO COPEC,37.94,Alimentación,pago automatico pronto copec
1240,44616300,PAGO WEB OPTICA VISION,97.92,Salud,pago web optica vision
1241,87210585,CARGO TC EASY PORTAL,56.14,Vivienda,cargo tc easy portal
1242,52906872,PAGO WEB CLINICA INDISA,74.55,Salud,pago web clinica indisa
1243,46597195,CARGO TC CINEMARK ONLINE,24.86,Ocio,cargo tc cinemark online
1244,81083363,COMPRA TBK RESTAURANT FANCY,40.14,Ocio,compra tbk restaurant fancy
1245,34595062,TEF ENVIADA TIENDA ONLINE,47.06,Alimentación,tef enviada tienda online
1246,52441045,PAGO WEB MATRICULA UNIV,125.76,Educación,pago web matricula univ
1247,58656970,CARGO TC BAR LA ESQUINA,10.27,Ocio,cargo tc bar la esquina
1248,28381043,ABONO PLATAFORMA APRENDIZAJE,82.54,Educación,abono plataforma aprendizaje
1249,31881401,PAGO AUTOMATICO OPTICA VISION,24.34,Salud,pago automatico optica vision
1250,84981433,TEF ENVIADA PEAJE TAG,38.74,Transporte,tef enviada peaje tag
1251,83969111,ABONO PAGO CUOTAS,108.32,Servicios,abono pago cuotas
1252,20254278,PAGO AUTOMATICO AGUAS ANDINAS,26.32,Servicios,pago automatico aguas andinas
1253,58663129,PAGO AUTOMATICO COPEC SANTIAGO,12.65,Transporte,pago automatico copec santiago
1254,33113253,ABONO HOME CENTER,298.46,Vivienda,abono home center
1255,29107146,TEF ENVIADA LIDER EXPRESS,42.84,Alimentación,tef enviada lider express
1256,20550179,TEF ENVIADA CLINICA INDISA,69.47,Salud,tef enviada clinica indisa
1257,14401363,C0MPRA TBK AGuAS ANDINAS,121.03,Servicios,cmpra tbk aguas andinas
1258,43958759,PAGO AUTOMATICO UDEMY COURSES,16.06,Educación,pago automatico udemy courses
1259,26615289,ABONO CRUZ VERDE LOCAL,138.81,Salud,abono cruz verde local
1260,57182050,TEF ENVIADA GASOLINERA,6.61,Transporte,tef enviada gasolinera
1261,31549640,PAGO WEB CARGA BIP WEB,52.03,Transporte,pago web carga bip web
1262,19172042,TEF ENVIADA TIENDA ONLINE,23.87,Servicios,tef enviada tienda online
1263,35709072,PAGO WEB UDEMY COURSES,145.0,Educación,pago web udemy courses
1264,23245372,COMPRA TBK PEAJE TAG,55.83,Transporte,compra tbk peaje tag
1265,34847161,CARGO TC CURSO IDIOMAS,71.55,Educación,cargo tc curso idiomas
1266,60951070,ABONO MCDONALDS WEB,28.33,Alimentación,abono mcdonalds web
1267,52181984,PAGO AUTOMATICO SISTEMA DUOC,27.31,Educación,pago automatico sistema duoc
1268,58486215,TEF ENVIADA TIENDA ONLINE,43.76,Alimentación,tef enviada tienda online
1269,25532025,COMPRA TBK UDEMY COURSES,63.87,Educación,compra tbk udemy courses
1270,69586748,DEBITO PINTURAS SHERWIN,129.06,Vivienda,debito pinturas sherwin
1271,19342782,ABONO PINTURAS SHERWIN,363.16,Vivienda,abono pinturas sherwin
1272,11716086,DEBITO SERVICIOS GENERALES,149.82,Servicios,debito servicios generales
1273,98388851,PAGO AUTOMATICO EASY PORTAL,286.78,Vivienda,pago automatico easy portal
1274,89263249,PAGO AUTOMATICO MCDONALDS WEB,58.77,Alimentación,pago automatico mcdonalds web
1275,36720922,COMPRA TBK CINEMARK ONLINE,23.62,Ocio,compra tbk cinemark online
1276,67002833,COMPRA TBK PAGO CUOTAS,111.53,Educación,compra tbk pago cuotas
1277,96413557,ABONO EXAMENES MED,142.05,Salud,abono examenes med
1278,64283500,DEBITO OPTICA VISION,148.25,Salud,debito optica vision
1279,24500436,TEF ENVIADA LIBRERIA UNIVERSITARIA,27.11,Educación,tef enviada libreria universitaria
1280,28066831,TEF ENVIADA PAGO CUOTAS,60.4,Vivienda,tef enviada pago cuotas
1281,13590174,ABONO NETFLIX.COM,58.46,Ocio,abono netflixcom
1282,93648866,TEF ENVIADA REPARACIONES HOGAR,83.72,Vivienda,tef enviada reparaciones hogar
1283,76060289,ABONO DELIVERY COMIDA,48.6,Alimentación,abono delivery comida
1284,77752405,DEBITO CARGA BIP WEB,19.39,Transporte,debito carga bip web
1285,60511038,ABOnO CRUZ V3RDE LOCAL,71.96,Salud,abono cruz vrde local
1286,50673953,TEF ENVIADA JUMBO BILBAO,53.66,Alimentación,tef enviada jumbo bilbao
1287,62221499,PAGO AUTOMATICO ESTACIONAMIENTO,31.81,Transporte,pago automatico estacionamiento
1288,84327616,DEBITO SUPERMERCADO DIA,42.7,Alimentación,debito supermercado dia
1289,30979701,PAGO AUTOMATICO CURSO IDIOMAS,80.94,Educación,pago automatico curso idiomas
1290,60707149,PAGO AUTOMATICO PINTURAS SHERWIN,265.93,Vivienda,pago automatico pinturas sherwin
1291,89250658,CARGO TC EXAMENES MED,16.32,Salud,cargo tc examenes med
1292,88378721,CARGO TC SERVICIO TECNICO,13.77,Servicios,cargo tc servicio tecnico
1293,56324312,PAGO AUTOMATICO RESTAURANT FANCY,59.56,Ocio,pago automatico restaurant fancy
1294,43234179,COMPRA TBK REPARACIONES HOGAR,132.12,Vivienda,compra tbk reparaciones hogar
1295,50924657,DEBITO FARMACIA AHUMADA,26.03,Salud,debito farmacia ahumada
1296,71862210,PAGO WEB COPEC SANTIAGO,41.18,Transporte,pago web copec santiago
1297,73042053,PAGO AUTOMATICO HOME CENTER,255.8,Vivienda,pago automatico home center
1298,86844836,PAGO WEB CENTRO MEDICO,23.68,Salud,pago web centro medico
1299,55092789,DEBITO EASY PORTAL,223.86,Vivienda,debito easy portal
1300,50201014,CARGO TC BANCO DEL ESTADO,60.87,Servicios,cargo tc banco del estado
1301,20109437,PAGO AUTOMATICO ARRIENDO DEPT,344.13,Vivienda,pago automatico arriendo dept
1302,49905650,CARGO TC SISTEMA DUOC,149.47,Educación,cargo tc sistema duoc
1303,22342371,PAGO WEB ARRIENDO DEPT,301.2,Vivienda,pago web arriendo dept
1304,19028796,PAGO WEB COLEGIO MENSUALIDAD,89.3,Educación,pago web colegio mensualidad
1305,20289344,PAGO AUTOMATICO CURSO IDIOMAS,101.22,Educación,pago automatico curso idiomas
1306,52057523,PAGO AUTOMATICO EXAMENES MED,38.01,Salud,pago automatico examenes med
1307,83492593,PAGO WEB PINTURAS SHERWIN,113.21,Vivienda,pago web pinturas sherwin
1308,35036832,DEBITO DELIVERY COMIDA,36.73,Alimentación,debito delivery comida
1309,81500378,CARGO TC ESTACIONAMIENTO,49.49,Transporte,cargo tc estacionamiento
1310,18037180,PAGO WEB TALLER AUTOMOTRIZ,83.12,Servicios,pago web taller automotriz
1311,50302318,TEF ENVIADA OPTICA VISION,128.18,Salud,tef enviada optica vision
1312,18647316,ABONO REPARACIONES HOGAR,271.87,Vivienda,abono reparaciones hogar
1313,96710377,CARGO TC TALLER AUTOMOTRIZ,32.48,Servicios,cargo tc taller automotriz
1314,25241574,TEF ENVIADA COMPRA EN AMAZON,13.25,Ocio,tef enviada compra en amazon
1315,72298460,ABONO ALMACEN VECINAL,31.7,Alimentación,abono almacen vecinal
1316,37110707,DEBITO SERVICIOS GENERALES,105.78,Vivienda,debito servicios generales
1317,47281925,CARGO TC COPEC SANTIAGO,41.23,Transporte,cargo tc copec santiago
1318,12672106,DEBITO COPEC SANTIAGO,8.04,Transporte,debito copec santiago
1319,18533790,PAGO WEB PEDIDOSYA CL,54.53,Alimentación,pago web pedidosya cl
1320,22120705,DEBITO REPARACIONES HOGAR,188.91,Vivienda,debito reparaciones hogar
1321,77142220,TEF ENVIADA VTR BANDA ANCHA,140.61,Servicios,tef enviada vtr banda ancha
1322,22112987,CARGO TC TIENDA ONLINE,43.33,Educación,cargo tc tienda online
1323,62338292,CARGO TC PEDIDOSYA CL,49.32,Alimentación,cargo tc pedidosya cl
1324,24336334,PAGO AUTOMATICO STEAM GAMES,14.63,Ocio,pago automatico steam games
1325,89118793,PAGO AUTOMATICO OPTICA VISION,17.83,Salud,pago automatico optica vision
1326,52478561,DEBITO PLATAFORMA APRENDIZAJE,86.4,Educación,debito plataforma aprendizaje
1327,29449696,CARGO TC ARRIENDO DEPT,177.05,Vivienda,cargo tc arriendo dept
1328,96623797,ABONO RESTAURANT FANCY,58.17,Ocio,abono restaurant fancy
1329,17337997,ABONO UDEMY COURSES,106.7,Educación,abono udemy courses
1330,61632246,TEF ENVIADA BANCO DEL ESTADO,53.3,Servicios,tef enviada banco del estado
1331,81794497,ABONO RESTAURANT FANCY,52.68,Ocio,abono restaurant fancy
1332,49919426,PAGO AUTOMATICO 5ERVICIOS GENERALES,39.45,Servicios,pago automatico ervicios generales
1333,96493863,DEBITO ESTACIONAMIENTO,27.35,Transporte,debito estacionamiento
1334,75993764,ABONO PRONTO COPEC,30.91,Alimentación,abono pronto copec
1335,23474864,DEBITO REPARACIONES HOGAR,338.54,Vivienda,debito reparaciones hogar
1336,66488286,PAGO WEB BAR LA ESQUINA,38.12,Ocio,pago web bar la esquina
1337,13670974,DEBITO PAGO CUOTAS,116.68,Servicios,debito pago cuotas
1338,96046825,TEF ENVIADA ENTRETENIMIENTO PLUS,12.49,Ocio,tef enviada entretenimiento plus
1339,87283822,DEBITO ARRIENDO DEPT,78.78,Vivienda,debito arriendo dept
1340,97131540,PAGO WEB DIDI RIDE,46.97,Transporte,pago web didi ride
1341,52869025,DEBITO TIENDA ONLINE,73.21,Servicios,debito tienda online
1342,89593852,CARGO TC VTR BANDA ANCHA,125.75,Servicios,cargo tc vtr banda ancha
1343,59338378,TEF ENVIADA CLARO TELECOM,35.46,Servicios,tef enviada claro telecom
1344,84964625,COMPRA TBK ARRIENDO DEPT,276.49,Vivienda,compra tbk arriendo dept
1345,36610839,COMPRA TBK STEAM GAMES,19.4,Ocio,compra tbk steam games
1346,67566435,COMPRA TBK VTR BANDA ANCHA,94.05,Servicios,compra tbk vtr banda ancha
1347,86134053,CARGO TC SHELL RUTA 5,11.45,Transporte,cargo tc shell ruta 
1348,70895638,PAGO AUTOMATICO MERCADO CENTRAL,50.5,Ocio,pago automatico mercado central
1349,35574404,TEF ENVIADA EASY PORTAL,381.12,Vivienda,tef enviada easy portal
1350,61281039,CARGO TC CLARO TELECOM,28.23,Servicios,cargo tc claro telecom
1351,47979220,PAGO WEB GASCO LIQUADO,111.74,Servicios,pago web gasco liquado
1352,29588118,TEF ENVIADA TAXI APP,6.58,Transporte,tef enviada taxi app
1353,43328672,PAGO WEB INTEGRAMEDICA,61.75,Salud,pago web integramedica
1354,72932224,PAGO AUTOMATICO ENTRETENIMIENTO PLUS,12.33,Ocio,pago automatico entretenimiento plus
1355,61471888,DEBITO CENTRO MEDICO,109.18,Salud,debito centro medico
1356,84759271,CARGO TC COMPRA EN AMAZON,8.23,Ocio,cargo tc compra en amazon
1357,91386202,PAGO AUTOMATICO INTEGRAMEDICA,141.51,Salud,pago automatico integramedica
1358,16108500,DEBITO TIENDA ONLINE,10.75,Servicios,debito tienda online
1359,59781518,CARGO TC PAGO CUOTAS,28.51,Educación,cargo tc pago cuotas
1360,32799095,PAGO WEB UDEMY COURSES,80.52,Educación,pago web udemy courses
1361,81192277,TEF ENVIADA OPTICA VISION,70.61,Salud,tef enviada optica vision
1362,47715268,CARGO TC FARMACiA AHUMADA,114.7,Salud,cargo tc farmacia ahumada
1363,45400991,CARGO TC PINTURAS SHERWIN,230.94,Vivienda,cargo tc pinturas sherwin
1364,75937784,CARGO TC CONDOMINIO GGCC,317.29,Vivienda,cargo tc condominio ggcc
1365,95450010,ABONO PEAJE TAG,48.9,Transporte,abono peaje tag
1366,34580812,TEF ENVIADA ALMACEN VECINAL,6.97,Alimentación,tef enviada almacen vecinal
1367,25572483,DEBITO CLINICA INDISA,149.33,Salud,debito clinica indisa
1368,85276619,PAGO AUTOMATICO SODIMAC HOME,219.82,Vivienda,pago automatico sodimac home
1369,29871432,ABONO EASY PORTAL,93.28,Vivienda,abono easy portal
1370,32588172,ABONO ALMACEN VECINAL,46.25,Alimentación,abono almacen vecinal
1371,88608290,PAGO WEB CLARO TELECOM,39.74,Servicios,pago web claro telecom
1372,65890810,ABONO TIENDA ONLINE,55.62,Alimentación,abono tienda online
1373,54111700,DEBITO ESTACIONAMIENTO,6.43,Transporte,debito estacionamiento
1374,89233891,COMPRA TBK ENTRETENIMIENTO PLUS,56.1,Ocio,compra tbk entretenimiento plus
1375,74405060,TEF ENVIADA PEDIDOSYA cL,29.97,Alimentación,tef enviada pedidosya cl
1376,98070016,CARGO TC CRUZ VERDE LOCAL,97.13,Salud,cargo tc cruz verde local
1377,86391152,DEBITO REPARACIONES HOGAR,95.26,Vivienda,debito reparaciones hogar
1378,53375256,ABONO ENEL DISTRIBUCION,121.74,Servicios,abono enel distribucion
1379,61189424,PAGO WEB SPOTIFY PREMIUM,10.09,Ocio,pago web spotify premium
1380,63541768,TEF ENVIADA CLINICA INDISA,22.49,Salud,tef enviada clinica indisa
1381,64008708,TEF ENVIADA GASCO LIQUADO,49.89,Servicios,tef enviada gasco liquado
1382,75880113,TEF ENVIADA BANCO DEL ESTADO,122.15,Servicios,tef enviada banco del estado
1383,58190104,DEBITO BAR LA ESQUINA,41.6,Ocio,debito bar la esquina
1384,69786268,PAGO WEB SERVICIO TECNICO,133.96,Servicios,pago web servicio tecnico
1385,22109438,PAGO WEB PINTURAS SHERWIN,314.77,Vivienda,pago web pinturas sherwin
1386,94649276,PAGO WEB SERVICIO TECNICO,69.64,Servicios,pago web servicio tecnico
1387,40095669,CARGO TC TIENDA ONLINE,40.62,Alimentación,cargo tc tienda online
1388,96869121,PAGO AUTOMATICO CINEMARK ONLINE,33.86,Ocio,pago automatico cinemark online
1389,74103912,PAGO AUTOMATICO OPTICA VISION,52.06,Salud,pago automatico optica vision
1390,67409191,ABONO CARGA BIP WEB,21.25,Transporte,abono carga bip web
1391,78909330,COMPRA TBK TIENDA ONLINE,10.92,Alimentación,compra tbk tienda online
1392,86299853,COMPRA TBK SERVICIOS GENERALES,334.49,Vivienda,compra tbk servicios generales
1393,77571186,PAGO WEB EXAMENES MED,12.28,Salud,pago web examenes med
1394,34455561,PAGO AUTOMATICO ENTRETENIMIENTO PLUS,51.36,Ocio,pago automatico entretenimiento plus
1395,49949573,PAGO AUTOMATICO LIDER EXPRESS,22.27,Alimentación,pago automatico lider express
1396,93726413,ABONO EVENTO DEPORTIVO,49.43,Ocio,abono evento deportivo
1397,91074604,TEF ENVIADA CLINICA INDISA,46.3,Salud,tef enviada clinica indisa
1398,10784780,PAGO AUTOMATICO SPOTIFY PREMIUM,26.72,Ocio,pago automatico spotify premium
1399,64370473,DEBITO MCDONALDS WEB,52.78,Alimentación,debito mcdonalds web
1400,93013580,DEBITO COMPRA EN AMAZON,49.72,Ocio,debito compra en amazon
1401,63015631,DEBITO PLATAFORMA APRENDIZAJE,122.65,Educación,debito plataforma aprendizaje
1402,35262608,tEF ENVIADA MCDONALDS WEB,52.25,Alimentación,tef enviada mcdonalds web
1403,42451191,DEBITO ESTACIONAMIENTO,28.97,Transporte,debito estacionamiento
1404,72199925,TEF ENVIADA MERCADO CENTRAL,13.15,Ocio,tef enviada mercado central
1405,30457766,COMPRA TBK SODIMAC HOME,308.57,Vivienda,compra tbk sodimac home
1406,37023185,PAGO AUtOMATICO PAgO CUOTAS,153.19,Vivienda,pago automatico pago cuotas
1407,23779264,COMPRA TBK TALLER AUTOMOTRIZ,98.26,Servicios,compra tbk taller automotriz
1408,87666600,PAGO AUTOMATICO TIENDA ONLINE,37.77,Ocio,pago automatico tienda online
1409,75243366,COMPRA TBK LIBRERIA UNIVERSITARIA,81.87,Educación,compra tbk libreria universitaria
1410,75485030,DEBITO COMPRA EN AMAZON,17.75,Ocio,debito compra en amazon
1411,52392689,COMPRA TBK TIENDA ONLINE,35.43,Alimentación,compra tbk tienda online
1412,93576934,PAGO AUTOMATICO CENTRO MEDICO,141.46,Salud,pago automatico centro medico
1413,31653807,DEBITO OPTICA VISION,50.32,Salud,debito optica vision
1414,78133743,CARGO TC ESTACIONAMIENTO,17.08,Transporte,cargo tc estacionamiento
1415,98175428,PAGO WEB RESTAURANT FANCY,30.77,Ocio,pago web restaurant fancy
1416,97577092,PAGO AUTOMATICO CENTRO MEDICO,112.84,Salud,pago automatico centro medico
1417,31746728,ABONO SERVICIOS GENERALES,97.06,Servicios,abono servicios generales
1418,33258738,DEBITO FARMACIA AHUMADA,37.93,Salud,debito farmacia ahumada
1419,76266658,COMPRA TBK CURSO IDIOMAS,52.51,Educación,compra tbk curso idiomas
1420,58155542,COMPRA TBK PEAJE TAG,53.45,Transporte,compra tbk peaje tag
1421,77575794,TEF ENVIADA CLINICA INDISA,14.48,Salud,tef enviada clinica indisa
1422,40425851,PAGO AUTOMATICO PEDIDOSYA CL,11.64,Alimentación,pago automatico pedidosya cl
1423,57679636,CARGO TC ESTACIONAMIENTO,47.32,Transporte,cargo tc estacionamiento
1424,79174131,CARGO TC PAGO CUOTAS,94.6,Servicios,cargo tc pago cuotas
1425,24888885,PAGO AUTOMATICO JUMBO BILBAO,58.61,Alimentación,pago automatico jumbo bilbao
1426,23672496,PAGO WEB TIENDA ONLINE,125.31,Servicios,pago web tienda online
1427,25845657,COMPRA TBK TIENDA ONLINE,52.9,Alimentación,compra tbk tienda online
1428,69259530,DEBITO CLINICA INDISA,116.68,Salud,debito clinica indisa
1429,54910261,TEF ENVIADA EASY PORTAL,336.71,Vivienda,tef enviada easy portal
1430,10884169,PAGO AUTOMATICO ALMACEN VECINAL,18.49,Alimentación,pago automatico almacen vecinal
1431,32986369,CARGO TC SERVICIOS GENERALES,21.93,Servicios,cargo tc servicios generales
1432,42943913,CARGO TC CENTRO MEDICO,31.23,Salud,cargo tc centro medico
1433,28521285,PAGO AUTOMATICO PAGO CUOTAS,122.25,Servicios,pago automatico pago cuotas
1434,79277190,PAGO AUTOMATICO SERVICIOS GENERALES,328.11,Vivienda,pago automatico servicios generales
1435,11335293,PAGO AUTOMATICO CRUZ VERDE LOCAL,110.47,Salud,pago automatico cruz verde local
1436,63908666,COMPRA TBK COLEGIO MENSUALIDAD,147.47,Educación,compra tbk colegio mensualidad
1437,14978636,COMPRA TBK TAXI APP,41.31,Transporte,compra tbk taxi app
1438,94772931,PAGO WEB CINEMARK ONLINE,58.9,Ocio,pago web cinemark online
1439,66278204,PAGO WEB BANCO DEL ESTADO,66.28,Servicios,pago web banco del estado
1440,52103461,ABONO MERCADO CENTRAL,55.01,Ocio,abono mercado central
1441,29711458,PAGO WEB PRONTO COPEC,43.52,Alimentación,pago web pronto copec
1442,92971716,PAGO WEB ARRIENDO DEPT,278.21,Vivienda,pago web arriendo dept
1443,64291836,ABONO RESTAURANT FANCY,47.65,Ocio,abono restaurant fancy
1444,62344046,COMPRA TBK FARMACIA AHUMADA,111.51,Salud,compra tbk farmacia ahumada
1445,48108152,PAGO WEB CINEMARK ONLINE,16.76,Ocio,pago web cinemark online
1446,95320264,CARGO TC TIENDA ONLINE,32.4,Educación,cargo tc tienda online
1447,50794416,PAGO WEB TIENDA ONLINE,44.96,Alimentación,pago web tienda online
1448,60060376,DEBITO COLEGIO MENSUALIDAD,46.37,Educación,debito colegio mensualidad
1449,70820382,cOMPRA tBK PLATAFORMA APREND1ZAJE,57.46,Educación,compra tbk plataforma aprendzaje
1450,94254420,PAGO WEB GASOLINERA,41.6,Transporte,pago web gasolinera
1451,48189707,TEF ENVIADA TIENDA ONLINE,103.37,Servicios,tef enviada tienda online
1452,60689435,DEBITO TIENDA ONLINE,82.75,Servicios,debito tienda online
1453,35844329,CARGO TC SHELL RUTA 5,50.26,Transporte,cargo tc shell ruta 
1454,67135430,COMPRA TBK OPTICA VISION,125.98,Salud,compra tbk optica vision
1455,27456803,COMPRA TBK LIDER EXPRESS,31.19,Alimentación,compra tbk lider express
1456,64056687,CARGO TC EASY PORTAL,255.88,Vivienda,cargo tc easy portal
1457,76951467,ABONO PAGO CUOTAS,99.1,Educación,abono pago cuotas
1458,31856387,DEBITO PAGO CUOTAS,100.52,Vivienda,debito pago cuotas
1459,78878589,DEBITO ESTACIONAMIENTO,52.48,Transporte,debito estacionamiento
1460,31050667,PAGO AUTOMATICO ALMACEN VECINAL,56.92,Alimentación,pago automatico almacen vecinal
1461,24809069,PAGO WEB FARMACIA AHUMADA,26.92,Salud,pago web farmacia ahumada
1462,25803092,COMPRA TBK LIBRERIA UNIVERSITARIA,62.01,Educación,compra tbk libreria universitaria
1463,29175605,CARGO TC EXAMENES MED,29.9,Salud,cargo tc examenes med
1464,50958413,COMPRA TBK PAGO CUOTAS,134.47,Educación,compra tbk pago cuotas
1465,10279945,ABONO UBER TRIP,11.73,Transporte,abono uber trip
1466,85935555,ABONO FARmACIA AHUmADA,73.33,Salud,abono farmacia ahumada
